policy_id,ref_num,url,error,file_type,expected_filename,saved
211001852,1,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/India/1/INDIA%20INDC%20TO%20UNFCCC.pdf,,pdf,211001852_ref1,True
211001852,2,http://unfccc.int/resource/docs/natc/indbur1.pdf,,pdf,211001852_ref2,True
211001853,1,https://link.springer.com/article/10.1007/s10018-013-0069-3,,html,211001853_ref1,True
211001854,1,https://www.iea.org/policies/205-mobility-management-action-programme,,html,211001854_ref1,True
211001855,1,https://www.iea.org/policies/218-modeem-modular-energy-efficiency-model,,html,211001855_ref1,True
211001856,1,https://www.iea.org/policies/7709-model-climate-protection-projects-in-communities?country=Germany&page=1&qs=germ,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7709-model-climate-protection-projects-in-communities?country=Germany&page=1&qs=germ,,211001856_ref1,False
211001856,2,https://www.klimaschutz.de/modellprojekte,,html,211001856_ref2,True
211001857,1,https://www.iea.org/policies/7973-modernisation-of-irrigation-systems?country=Turkey&page=1&qs=turkey,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7973-modernisation-of-irrigation-systems?country=Turkey&page=1&qs=turkey,,211001857_ref1,False
211001858,1,https://www.ncsl.org/research/energy/modernizing-the-electric-grid-state-role-and-policy-options.aspx,,html,211001858_ref1,True
211001859,1,http://www.eere.energy.gov/,"HTTPSConnectionPool(host='www.eere.energy.gov', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))",,211001859_ref1,False
211001860,1,https://theicct.org/sites/default/files/publications/ICCT_CO2_emissions_pv_EU_2018_20190806.pdf,,pdf,211001860_ref1,True
211001861,1,http://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0280&qid=1448884592942&rid=8,,html,211001861_ref1,True
211001862,1,https://forestsolutions.panda.org/case-studies/brazils-amazon-soy-moratorium,,html,211001862_ref1,True
211001863,1,https://www.cbd.int/doc/meetings/ecr/ecrws-2016-02/other/ecrws-2016-02-presentation-day5-06-en.pdf,,pdf,211001863_ref1,True
211001864,1,https://www.cbd.int/doc/meetings/ecr/ecrws-2016-02/other/ecrws-2016-02-presentation-day5-06-en.pdf,,pdf,211001864_ref1,True
211001865,1,https://theicct.org/sites/default/files/publications/Passenger_Car_Emissions_Turkey_20190329.pdf,,pdf,211001865_ref1,True
211001866,1,http://transportpolicy.net/index.php?title=Indonesia:_Motorcycles:_Emissions,,html,211001866_ref1,True
211001867,1,http://transportpolicy.net/index.php?title=South_Korea:_Motorcycles:_Emissions,,html,211001867_ref1,True
211001868,1,http://transportpolicy.net/index.php?title=US:_Motorcycles:_Emissions,,html,211001868_ref1,True
211001869,1,https://www.canada.ca/en/news/archive/2005/04/moving-forward-climate-change-plan-honouring-kyoto-commitment.html,,html,211001869_ref1,True
211001870,1,https://www.ecologique-solidaire.gouv.fr/sites/default/files/2018.11.27_A4_PPE_SNBC.pdf,,pdf,211001870_ref1,True
211001870,2,https://www.ecologique-solidaire.gouv.fr/sites/default/files/14.%20PPE%20-English%20Executive%20summary%20for%20public%20consultation.pdf,,pdf,211001870_ref2,True
211001871,1,https://link.springer.com/article/10.1007/s11837-015-1721-0,,html,211001871_ref1,True
211001872,1,https://www.oecd-nea.org/upload/docs/application/pdf/2019-12/6436-nuclear-energy-outlook-2008.pdf,,pdf,211001872_ref1,True
211001873,1,https://www.world-nuclear.org/information-library/country-profiles/countries-g-n/japan-nuclear-power.aspx,,html,211001873_ref1,True
211001874,1,https://ec.europa.eu/energy/sites/ener/files/documents/2014_neeap_united-kingdom.pdf,,pdf,211001874_ref1,True
211001875,1,http://www.bmvbs.de,"HTTPSConnectionPool(host='www.bmvbs.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.bmvbs.de'. (_ssl.c:1006)"")))",,211001875_ref1,False
211001876,1,http://www.klimaschutz.de/,,html,211001876_ref1,True
211001877,1,https://www.energy.gov.au/related-sites/national-australian-built-environment-rating-system-nabers,"HTTPSConnectionPool(host='www.energy.gov.au', port=443): Read timed out. (read timeout=30)",,211001877_ref1,False
211001878,1,https://climate.ec.europa.eu/eu-action/eu-funding-climate-action/ner-300-programme_en,,html,211001878_ref1,True
211001880,1,http://cpo.noaa.gov/,,html,211001880_ref1,True
211001881,1,https://unfccc.int/sites/default/files/2nd_biennial_update_report_republic_of_korea_eng.pdf,"HTTPSConnectionPool(host='unfccc.int', port=443): Read timed out.",,211001881_ref1,True
211001882,1,http://unfccc.int/resource/docs/natc/aus_nc5.pdf,,pdf,211001882_ref1,True
211001883,1,https://www.bappenas.go.id/files/2913/4985/2794/national-action-plan-for-climate-change-adaptation-ran-api-synthesis-report__20121226163242__0.pdf,403 Client Error: Forbidden for url: https://www.bappenas.go.id/files/2913/4985/2794/national-action-plan-for-climate-change-adaptation-ran-api-synthesis-report__20121226163242__0.pdf,,211001883_ref1,False
211001884,1,https://www.iea.org/policies/1963-national-action-plan-for-energy-efficiency-napee,,html,211001884_ref1,True
211001885,1,https://static.pib.gov.in/WriteReadData/specificdocs/documents/2021/dec/doc202112101.pdf,,pdf,211001885_ref1,True
211001887,1,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/69417/pb11710-procuring-the-future-060607.pdf,,pdf,211001887_ref1,True
211001888,1,https://research.fit.edu/media/site-specific/researchfitedu/coast-climate-adaptation-library/europe/turkey/Talu-et-al.-2011.-Turkey%27s-National-CC-Adaptation-Strategy--Action-Plan-(Draft).pdf,,pdf,211001888_ref1,True
211001889,1,http://www.naeb.nic.in/,"HTTPConnectionPool(host='www.naeb.nic.in', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000232EF889590>: Failed to resolve 'www.naeb.nic.in' ([Errno 11001] getaddrinfo failed)""))",,211001889_ref1,False
211001890,1,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/India/1/INDIA%20INDC%20TO%20UNFCCC.pdf,,pdf,211001890_ref1,True
211001891,1,http://www.agritech.tnau.ac.in/ta/forestry/pdf/National%20Agroforestry%20Policy%202014.pdf,,pdf,211001891_ref1,True
211001892,1,http://www.minambiente.it/menu/menu_attivita/Assegnazione_pna2.html,,html,211001892_ref1,True
211001893,1,http://www.indiaenvironmentportal.org.in/files/826.pdf,403 Client Error: Forbidden for url: https://www.indiaenvironmentportal.org.in/files/826.pdf,,211001893_ref1,False
211001893,2,http://transportpolicy.net/index.php?title=India:_Air_Quality_Standards,,html,211001893_ref2,True
211001894,1,http://www.energycodes.gov/,,html,211001894_ref1,True
211001895,1,https://www.prsindia.org/report-summaries/national-auto-fuel-policy,,html,211001895_ref1,True
211001896,1,https://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/pubs/BN/2012-2013/VehicleFuelStandards,,html,211001896_ref1,True
211001897,1,https://www.bioenergyconsult.com/tag/national-biodiesel-mission/,,html,211001897_ref1,True
211001898,1,https://www.federalregister.gov/documents/2003/07/15/03-17852/biodiesel-fuel-education-program-request-for-applications-and-request-for-input,,html,211001898_ref1,True
211001899,1,http://transportpolicy.net/index.php?title=Brazil:_Fuels:_Biofuels,,html,211001899_ref1,True
211001901,1,https://peda.gov.in/nnbomp,"HTTPSConnectionPool(host='peda.gov.in', port=443): Max retries exceeded with url: /nnbomp (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000232EFA59750>: Failed to resolve 'peda.gov.in' ([Errno 11001] getaddrinfo failed)""))",,211001901_ref1,False
211001902,1,http://codes-guides.nrc.ca/IA/10NBC/intentframe.html,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001902_ref1,False
211001903,1,http://www.diva-portal.org/smash/get/diva2:735240/FULLTEXT01.pdf,,pdf,211001903_ref1,True
211001904,1,https://ndcpartnership.org/knowledge-portal/good-practice-database/long-term-planning-efforts-south-african-long-term-mitigation-scenario-planning-process,403 Client Error: Forbidden for url: https://ndcpartnership.org/knowledge-portal/good-practice-database/long-term-planning-efforts-south-african-long-term-mitigation-scenario-planning-process,,211001904_ref1,False
211001905,1,https://iea.blob.core.windows.net/assets/imports/events/55/Koh.pdf,,pdf,211001905_ref1,True
211001906,1,https://www.ga.gov.au/about/projects/resources/co2-infrastructure-project,,html,211001906_ref1,True
211001907,1,https://www.globalccsinstitute.com/archive/hub/publications/197558/national-carbon-mapping-infrastructure-plan-australia.pdf,,pdf,211001907_ref1,True
211001908,1,https://apo.org.au/node/127996,403 Client Error: Forbidden for url: https://apo.org.au/node/127996,,211001908_ref1,False
211001909,1,https://doi.org/10.1016/j.forpol.2011.02.006,,html,211001909_ref1,True
211001910,1,https://www.environment.gov.au/system/files/resources/188756ab-ed94-4a3c-9552-62763ca86a7f/files/national-clean-air-agreement.pdf,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001910_ref1,False
211001911,1,http://www.epa.gov/cleandiesel/,,html,211001911_ref1,True
211001912,1,http://climateactiontracker.org/countries/india.html,,html,211001912_ref1,True
211001912,2,http://www.arthapedia.in/index.php?title=National_Clean_Energy_Fund_(NCEF),404 Client Error: Not Found for url: http://www.arthapedia.in/index.php?title=National_Clean_Energy_Fund_(NCEF),,211001912_ref2,False
211001913,1,https://link.springer.com/article/10.1057/s41301-017-0107-8,,html,211001913_ref1,True
211001914,1,https://www.dcceew.gov.au/climate-change/policy/adaptation/ncra,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001914_ref1,False
211001915,1,https://climate-adapt.eea.europa.eu/metadata/publications/national-adaptation-plan-france-2011-2015,,html,211001915_ref1,True
211001916,1,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/1094-official-ENG-summary.pdf,,pdf,211001916_ref1,True
211001917,1,https://climate-laws.org/geographies/brazil/policies/national-plan-on-climate-change-from-decree-no-6-263,,html,211001917_ref1,True
211001918,1,https://english.mee.gov.cn/Resources/Plans/Plans/200710/P020071016292571780686.pdf,,pdf,211001918_ref1,True
211001919,1,https://fas.org/sgp/crs/row/R41919.pdf,404 Client Error: Not Found for url: https://fas.org/sgp/crs/row/R41919.pdf,,211001919_ref1,False
211001920,1,http://sans10400.co.za/wp-content/uploads/2012/12/SANS10400update2011W1.pdf,,pdf,211001920_ref1,True
211001921,1,https://unfccc.int/files/focus/long-term_strategies/application/pdf/mexico_mcs_final_cop22nov16_red.pdf,,pdf,211001921_ref1,True
211001922,1,https://www4.unfccc.int/sites/NAPC/Documents%20NAP/Adaptation%20Strategies%20and%20Plans/Turkey's%20National%20Climate%20Change%20Adaptation%20Strategy%20and%20Action%20Plan.pdf,,pdf,211001922_ref1,True
211001923,1,https://www.iea.org/policies/1386-national-climate-protection-programme,,html,211001923_ref1,True
211001924,1,https://www.iea.org/policies/1386-national-climate-protection-programme,,html,211001924_ref1,True
211001925,1,http://www.lse.ac.uk/GranthamInstitute/law/national-climate-resilience-and-adaptation-strategy/,,html,211001925_ref1,True
211001926,1,https://research.fit.edu/media/site-specific/researchfitedu/coast-climate-adaptation-library/europe/turkey/Ministry-of-Environment--Urbanization.-2010.-CC-Strategy.pdf,,pdf,211001926_ref1,True
211001927,1,https://www.iea.org/policies/4476-national-code-for-wind-farm-construction?country=Australia&type=Strategic%20planning,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/4476-national-code-for-wind-farm-construction?country=Australia&type=Strategic%20planning,,211001927_ref1,False
211001928,1,http://unfccc.int/files/national_reports/annex_i_natcom_/application/pdf/aus_nc6.pdf,503 Server Error: Service Unavailable for url: http://unfccc.int/files/national_reports/annex_i_natcom_/application/pdf/aus_nc6.pdf,,211001928_ref1,False
211001929,1,https://doi.org/10.1016/j.forpol.2011.02.006,,html,211001929_ref1,True
211001930,1,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100WUQA.TXT,,html,211001930_ref1,True
211001931,1,https://www.iea.org/policies/208-national-debate-on-energy?country=France&page=3&qs=france,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/208-national-debate-on-energy?country=France&page=3&qs=france,,211001931_ref1,False
211001932,1,https://www.unepfi.org/fileadmin/events/2004/cop10/cop10_carlino_dna_2004.pdf,404 Client Error: Not Found for url: https://www.unepfi.org/fileadmin/events/2004/cop10/cop10_carlino_dna_2004.pdf,,211001932_ref1,False
211001933,1,https://climateactiontracker.org/documents/398/CAT_2018-11-27_ScalingUp_SouthAfrica_FullReport.pdf,,pdf,211001933_ref1,True
211001934,1,https://pib.gov.in/PressReleasePage.aspx?PRID=1576607,403 Client Error: Forbidden for url: https://www.pib.gov.in/PressReleasePage.aspx?PRID=1576607,,211001934_ref1,False
211001935,1,https://www.carbonbrief.org/india-planned-coal-plants-could-single-handedly-jeopordise-one-point-five-target,,html,211001935_ref1,True
211001935,2,https://climateobserver.org/wp-content/uploads/2015/01/National-Electricity-Plan.pdf,404 Client Error: Not Found for url: https://climateobserver.org/wp-content/uploads/2015/01/National-Electricity-Plan.pdf,,211001935_ref2,False
211001936,1,https://www.researchgate.net/publication/296420985_The_national_electric_system_by_2010_Analysis_of_the_conditions,403 Client Error: Forbidden for url: https://www.researchgate.net/publication/296420985_The_national_electric_system_by_2010_Analysis_of_the_conditions,,211001936_ref1,False
211001937,1,http://www.procelinfo.com.br/main.asp?Team=%7B505FF883%2DA273%2D4C47%2DA14E%2D0055586F97FC%7D,"HTTPConnectionPool(host='www.procelinfo.com.br', port=80): Max retries exceeded with url: /main.asp?Team=%7B505FF883-A273-4C47-A14E-0055586F97FC%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFDAD210>, 'Connection to www.procelinfo.com.br timed out. (connect timeout=30)'))",,211001937_ref1,True
211001938,1,http://www.adb.org/sites/default/files/publication/178039/ino-paper-09-2015.pdf,,pdf,211001938_ref1,True
211001939,1,https://powermin.gov.in/en/content/national-electricity-plan-0https://powermin.gov.in/en/content/national-electricity-plan-0,404 Client Error: Not Found for url: https://powermin.gov.in/en/content/national-electricity-plan-0https://powermin.gov.in/en/content/national-electricity-plan-0,,211001939_ref1,False
211001940,1,https://powermin.gov.in/en/content/national-electricity-policy,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001940_ref1,False
211001941,1,https://www.jagranjosh.com/general-knowledge/what-is-national-emobility-programme-in-india-1546518805-1,,html,211001941_ref1,True
211001942,1,https://www.keidanren.or.jp/en/policy/2011/107proposal.html,,html,211001942_ref1,True
211001943,1,http://climateactiontracker.org/countries/eu.html,,html,211001943_ref1,True
211001944,1,http://www.sanbi.org/sites/default/files/documents/documents/national-climate-change-response-white-paper.pdf,,pdf,211001944_ref1,True
211001945,1,https://www.eea.europa.eu/data-and-maps/figures/national-renewable-energy-action-plan,,html,211001945_ref1,True
211001946,1,http://www.deutsche-energie-agentur.de,,html,211001946_ref1,True
211001947,1,http://www.nrc-cnrc.gc.ca/eng/publications/codes_centre/2011_national_energy_code_buildings.html,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001947_ref1,False
211001947,2,http://oee.nrcan.gc.ca/publications/statistics/parliament/2013-2015/pdf/parliament13-15.pdf,,pdf,211001947_ref2,True
211001948,1,https://publications.gc.ca/collections/collection_2020/cnrc-nrc/NR24-24-1997-1-eng.pdf,"HTTPSConnectionPool(host='publications.gc.ca', port=443): Max retries exceeded with url: /collections/collection_2020/cnrc-nrc/NR24-24-1997-1-eng.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))",,211001948_ref1,False
211001949,1,https://www.iea.org/policies/187-national-energy-conservation-law-of-china,,html,211001949_ref1,True
211001950,1,https://www.iea.org/policies/2240-national-energy-conservation-promotion-new-2007-campaigns-for-further-energy-efficiency,,html,211001950_ref1,True
211001951,1,https://www.iea.org/policies/1245-uk-national-energy-efficiency-action-plan-2014?country=United%20Kingdom&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/1245-uk-national-energy-efficiency-action-plan-2014?country=United%20Kingdom&page=2&qs=united,,211001951_ref1,False
211001952,1,http://ec.europa.eu/energy/sites/ener/files/documents/2014_neeap_en_france.pdf,,pdf,211001952_ref1,True
211001953,1,http://www.lse.ac.uk/GranthamInstitute/law/national-energy-efficiency-action-plan-2017-2023-high-planning-council-decision-number-2017-22/,,html,211001953_ref1,True
211001953,2,http://www.resmigazete.gov.tr/eskiler/2018/01/20180102M1-1-1.pdf,,pdf,211001953_ref2,True
211001954,1,https://www.iea.org/policies/7764-national-energy-effciency-database?country=United%20Kingdom&page=2&qs=united,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/7764-national-energy-effciency-database?country=United%20Kingdom&page=2&qs=united,,211001954_ref1,False
211001956,1,http://www.gov.za/issues/national-development-plan-2030,403 Client Error: Forbidden for url: https://www.gov.za/issues/national-development-plan-2030,,211001956_ref1,False
211001957,1,https://www.epe.gov.br/pt/publicacoes-dados-abertos/publicacoes/Plano-Nacional-de-Energia-PNE-2030,,html,211001957_ref1,True
211001958,1,https://www.bpdp.or.id/wp-content/uploads/2018/06/PP-79-14-English.pdf,,pdf,211001958_ref1,True
211001959,1,https://www.gktoday.in/gk/draft-national-energy-policy/,,html,211001959_ref1,True
211001960,1,http://www.lse.ac.uk/GranthamInstitute/law/national-energy-strategy-interministerial-decree-of-8-march-2013/,,html,211001960_ref1,True
211001961,1,http://observatorio.azc.uam.mx/centro_docu/selectos/docs/Estrategia%20Nacional%20de%20Energia%202012-2026.pdf,"HTTPConnectionPool(host='observatorio.azc.uam.mx', port=80): Max retries exceeded with url: /centro_docu/selectos/docs/Estrategia%20Nacional%20de%20Energia%202012-2026.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFD505D0>, 'Connection to observatorio.azc.uam.mx timed out. (connect timeout=30)'))",,211001961_ref1,False
211001962,1,https://www.iea.org/policies/1056-national-energy-efficiency-initiative-smart-grid-smart-city,,html,211001962_ref1,True
211001963,1,http://www.orcamentofederal.gov.br/projeto-esplanada-sustentavel/pasta-para-arquivar-dados-do-pes/Plano_Nacional_de_Eficiencia_Energetica.pdf,"HTTPConnectionPool(host='www2.planejamento.gov.br', port=80): Max retries exceeded with url: /planejamento/assuntos/orcamento-1 (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000232F16553D0>: Failed to resolve 'www2.planejamento.gov.br' ([Errno 11001] getaddrinfo failed)""))",,211001963_ref1,False
211001963,2,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1812.pdf,,pdf,211001963_ref2,True
211001964,1,https://www.moenergy.gov.sa/en/OurPrograms/SPFEE/Pages/default.aspx,404 Client Error: Not Found for url: https://www.moenergy.gov.sa/en/OurPrograms/SPFEE/Pages/default.aspx,,211001964_ref1,False
211001965,1,http://www.mma.gov.br/port/conama/,,html,211001965_ref1,True
211001966,1,https://www.indiawaterportal.org/articles/national-environment-policy-nep-ministry-environment-and-forests-2006,,html,211001966_ref1,True
211001967,1,https://www.environment.gov.au/protection/air-quality/ambient-air-quality-nepm,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",,211001967_ref1,False
211001968,1,https://www.legislation.gov.au/Details/F2008C00620,,html,211001968_ref1,True
211001969,1,http://www.energy.gov.za/files/policies/NationalEnergyAct_34of2008.pdf,"HTTPSConnectionPool(host='www.energy.gov.za', port=443): Max retries exceeded with url: /files/policies/NationalEnergyAct_34of2008.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1006)')))",,211001969_ref1,False
211001970,1,http://www.law.cornell.edu/uscode/text/42/chapter-55,,html,211001970_ref1,True
211001971,1,http://www4.unfccc.int/Submissions/INDC/Published%20Documents/India/1/INDIA%20INDC%20TO%20UNFCCC.pdf,,pdf,211001971_ref1,True
211001971,2,http://unfccc.int/resource/docs/natc/indbur1.pdf,,pdf,211001971_ref2,True
211001972,1,https://cer.org.za/wp-content/uploads/2017/01/National-Energy-Efficiency-Strategy.pdf,,pdf,211001972_ref1,True
211001973,1,http://www.fs.fed.us/emc/nfma/includes/NFMA1976.pdf,"HTTPConnectionPool(host='www.fs.fed.us', port=80): Max retries exceeded with url: /emc/nfma/includes/NFMA1976.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000232F1A9D0D0>: Failed to resolve 'www.fs.fed.us' ([Errno 11001] getaddrinfo failed)""))",,211001973_ref1,False
211001974,1,http://unfccc.int/resource/docs/natc/argbur1.pdf,,pdf,211001974_ref1,True
211001974,2,https://prezi.com/fypq4xyuqnsv/plan-nacional-para-el-manejo-de-bosques-con-ganaderia-integr/,,html,211001974_ref2,True
211001975,1,http://unfccc.int/files/national_reports/non-annex_i_natcom/application/pdf/6_bildirim_eng_11_reducedfilesize.pdf,,pdf,211001975_ref1,True
211001976,1,http://www.fao.org/3/Y4829E/y4829e09.htm,,html,211001976_ref1,True
211001977,1,https://www.ecologyandsociety.org/vol6/iss1/art4/,,html,211001977_ref1,True
211001978,1,https://www.airah.org.au/Content_Files/Advocacy/Sustainability/NFEE_Stage1_DiscussionPaper-2004.pdf,,pdf,211001978_ref1,True
211001979,1,https://www.transit.dot.gov/research-innovation/national-fuel-cell-bus-program,403 Client Error: Forbidden for url: https://www.transit.dot.gov/research-innovation/national-fuel-cell-bus-program,,211001979_ref1,False
211001980,1,http://www.nrc-cnrc.gc.ca/eng/ibp/ifci/about/index.html,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",,211001980_ref1,False
211001981,1,http://www.whitehouse.gov/news/releases/2002/02/climatechange.html,404 Client Error: Not Found for url: https://www.whitehouse.gov/news/releases/2002/02/climatechange.html,,211001981_ref1,False
211001982,1,https://moef.gov.in/wp-content/uploads/2017/08/GIM_Mission-Document-1.pdf,404 Client Error: Not Found for url: https://moef.gov.in/wp-content/uploads/2017/08/GIM_Mission-Document-1.pdf,,211001982_ref1,False
211001983,1,http://www.cleanenergyregulator.gov.au/National-Greenhouse-and-Energy-Reporting/Pages/default.aspx,404 Client Error: Not Found for url: https://cer.gov.au/National-Greenhouse-and-Energy-Reporting/Pages/default.aspx,,211001983_ref1,False
211001984,1,http://www.cleanenergyregulator.gov.au/NGER/About-the-National-Greenhouse-and-Energy-Reporting-scheme,,html,211001984_ref1,True
211001985,1,https://www.cea.fr/multimedia/Documents/publications/clefs-cea/archives/en/013a014hulot-gb.pdf,,pdf,211001985_ref1,True
211001986,1,http://www.gazzettaufficiale.it/eli/id/2012/12/13/12A12945/sg,,html,211001986_ref1,True
211001987,1,https://www.canada.ca/en/news/archive/2007/02/canada-new-government-delivers-environmental-goods-gta-freight-transportation.html,,html,211001987_ref1,True
211001988,1,http://www.eere.energy.gov/hydrogenandfuelcells/tech_validation/fleet_demonstration.html,"HTTPSConnectionPool(host='www.eere.energy.gov', port=443): Max retries exceeded with url: /hydrogenandfuelcells/tech_validation/fleet_demonstration.html (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))",,211001988_ref1,False
211001989,1,http://www.gazzettaufficiale.it/eli/id/2014/12/02/14A09267/sg,,html,211001989_ref1,True
211001990,1,http://bakerxchange.com/cv/612d5a4cf851a2dfa24d03d88395ad6d334713f5/p=5628422,,html,211001990_ref1,True
211001991,1,https://www.cisa.gov/resources-tools/resources/2013-national-infrastructure-protection-plan,,html,211001991_ref1,True
211001992,1,http://www.nicra-icar.in/nicrarevised/index.php/home1,"HTTPConnectionPool(host='www.nicra-icar.in', port=80): Max retries exceeded with url: /nicrarevised/index.php/home1 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F1B32150>, 'Connection to www.nicra-icar.in timed out. (connect timeout=30)'))",,211001992_ref1,False
211001993,1,https://www.ptj.de/en/project-funding/nip,,html,211001993_ref1,True
211001994,1,http://inct.cnpq.br/sobre/,,html,211001994_ref1,True
211001995,1,http://www.drought.gov/,,html,211001995_ref1,True
211001997,1,https://www.indonesia-investments.com/projects/government-development-plans/national-long-term-development-plan-rpjpn-2005-2025/item308,,html,211001997_ref1,True
211001998,1,http://www.epa.gov/OMS/lev-nlev.htm,404 Client Error: Not Found for url: https://www.epa.gov/OMS/lev-nlev.htm,,211001998_ref1,False
211001999,1,https://www.iea.org/policies/4726-national-low-emissions-coal-initiative,,html,211001999_ref1,True
211002000,1,https://www.gouvernement.fr/en/adoption-of-the-national-low-carbon-strategy-for-climate,403 Client Error: Forbidden for url: https://www.info.gouv.fr/en/adoption-of-the-national-low-carbon-strategy-for-climate,,211002000_ref1,False
211002000,2,https://unfccc.int/files/focus/long-term_strategies/application/pdf/snbc_4pager_fr_en.pdf,,pdf,211002000_ref2,True
211002001,1,https://www.iea.org/policies/156-national-master-plan-for-energy-conservation?country=Indonesia&page=3&qs=indonesia,429 Client Error: Too Many Requests for url: https://www.iea.org/policies/156-national-master-plan-for-energy-conservation?country=Indonesia&page=3&qs=indonesia,,211002001_ref1,False
211002002,1,http://www.social-protection.org/gimi/gess/RessourcePDF.action?ressource.ressourceId=50077,403 Client Error: Forbidden for url: https://www.social-protection.org/gimi/gess/RessourcePDF.action?ressource.ressourceId=50077,,211002002_ref1,False
211002003,1,https://beeindia.gov.in/en/programmes/nmeee,404 Client Error: Not Found for url: https://beeindia.gov.in/en/programmes/nmeee,,211002003_ref1,False
211002004,1,https://nmsa.dac.gov.in/frmStructure.aspx,403 Client Error: Forbidden for url: https://nmsa.dac.gov.in/frmStructure.aspx,,211002004_ref1,False
211002005,1,https://www.indiafilings.com/learn/national-mission-on-agricultural-extension-and-technology-nmaet/,403 Client Error: Forbidden for url: https://www.indiafilings.com/learn/national-mission-on-agricultural-extension-and-technology-nmaet/,,211002005_ref1,False
211002006,1,https://pib.gov.in/Pressreleaseshare.aspx?PRID=1883746,403 Client Error: Forbidden for url: https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=1883746,,211002006_ref1,False
211002007,1,http://cpheeo.gov.in/cms/national-mission-on-sustainable-habitat.php,,html,211002007_ref1,True
211002008,1,https://dst.gov.in/sites/default/files/NMSHE_June_2010.pdf,,pdf,211002008_ref1,True
211002009,1,http://www.cifor.org/publications/pdf_files/OccPapers/OP-55.pdf,,pdf,211002009_ref1,True
211002010,1,https://climate-laws.org/geographies/china/policies/national-plan-for-tackling-climate-change-2014-2020,,html,211002010_ref1,True
211002011,1,http://www.lse.ac.uk/GranthamInstitute/law/national-plan-for-biofuels-and-biomass-cipe-resolutions-15022000-probio-24061998-pnerb-18061999-pnvbaf/,,html,211002011_ref1,True
211002012,1,http://www.mma.gov.br/estruturas/208/_arquivos/national_plan_208.pdf,,pdf,211002012_ref1,True
211002012,2,https://sustainabledevelopment.un.org/index.php?page=view&type=99&nr=7&menu=1449,403 Client Error: Forbidden for url: https://sustainabledevelopment.un.org/index.php?page=view&type=99&nr=7&menu=1449,,211002012_ref2,False
211002015,1,https://www.unii.ac.jp/erina-unp/archive/wp-content/uploads/2007/01/se7740_tssc.pdf,,pdf,211002015_ref1,True
211002016,1,http://www.rediff.com/money/2007/nov/27farm.htm,,html,211002016_ref1,True
